n,r,eta,eta_tilde,seed,ck_mean_size,elapsed_time
8,2,0.06591441234324169,0.06606012727648192,1006,2.0,0:00:00.055462
8,2,0.06591441234324169,0.06606012727648192,1007,2.0,0:00:00.051609
8,2,0.06591441234324169,0.06606012727648192,1008,2.0,0:00:00.058641
8,2,0.06591441234324169,0.06606012727648192,1009,2.0,0:00:00.069697
8,2,0.06591441234324169,0.0757886676173519,1000,2.0,0:00:00.076472
8,2,0.06591441234324169,0.0757886676173519,1001,1.0,0:00:00.023403
8,2,0.06591441234324169,0.0757886676173519,1002,1.5,0:00:00.027439
8,2,0.06591441234324169,0.0757886676173519,1003,2.0,0:00:00.112513
8,2,0.06591441234324169,0.0757886676173519,1004,3.0,0:00:00.118959
8,2,0.06591441234324169,0.0757886676173519,1005,1.0,0:00:00.031681
8,2,0.06591441234324169,0.0757886676173519,1006,2.0,0:00:00.082302
8,2,0.06591441234324169,0.0757886676173519,1007,1.5,0:00:00.029075
8,2,0.06591441234324169,0.0757886676173519,1008,1.5,0:00:00.047460
8,2,0.06591441234324169,0.0757886676173519,1009,2.0,0:00:00.049692
8,2,0.09198335195381277,0.08551720795822187,1000,2.5,0:00:00.110698
8,2,0.09198335195381277,0.08551720795822187,1001,2.5,0:00:00.117517
8,2,0.09198335195381277,0.08551720795822187,1002,2.0,0:00:00.073637
8,2,0.09198335195381277,0.08551720795822187,1003,2.5,0:00:00.103430
8,2,0.09198335195381277,0.08551720795822187,1004,2.5,0:00:00.110205
8,2,0.09198335195381277,0.08551720795822187,1005,1.5,0:00:00.040168
8,2,0.09198335195381277,0.08551720795822187,1006,2.0,0:00:00.035569
8,2,0.09198335195381277,0.08551720795822187,1007,1.5,0:00:00.034566
8,2,0.09198335195381277,0.08551720795822187,1008,2.5,0:00:00.091654
8,2,0.09198335195381277,0.08551720795822187,1009,1.5,0:00:00.033344
8,2,0.09198335195381277,0.09524574829909185,1000,2.5,0:00:00.123582
8,2,0.09198335195381277,0.09524574829909185,1001,2.0,0:00:00.067580
8,2,0.09198335195381277,0.09524574829909185,1002,1.5,0:00:00.063591
8,2,0.09198335195381277,0.09524574829909185,1003,2.5,0:00:00.115242
8,2,0.09198335195381277,0.09524574829909185,1004,1.5,0:00:00.063544
8,2,0.09198335195381277,0.09524574829909185,1005,2.0,0:00:00.056630
8,2,0.09198335195381277,0.09524574829909185,1006,1.5,0:00:00.041598
8,2,0.09198335195381277,0.09524574829909185,1007,3.5,0:00:00.159404
8,2,0.09198335195381277,0.09524574829909185,1008,1.5,0:00:00.037409
8,2,0.09198335195381277,0.09524574829909185,1009,2.0,0:00:00.080985
8,2,0.11611507530476972,0.10497428863996183,1000,3.5,0:00:00.163755
8,2,0.11611507530476972,0.10497428863996183,1001,1.5,0:00:00.062962
8,2,0.11611507530476972,0.10497428863996183,1002,2.5,0:00:00.128802
8,2,0.11611507530476972,0.10497428863996183,1003,1.5,0:00:00.040085
8,2,0.11611507530476972,0.10497428863996183,1004,3.5,0:00:00.164347
8,2,0.11611507530476972,0.10497428863996183,1005,2.5,0:00:00.115181
8,2,0.11611507530476972,0.10497428863996183,1006,1.5,0:00:00.045784
8,2,0.11611507530476972,0.10497428863996183,1007,1.5,0:00:00.041963
8,2,0.11611507530476972,0.10497428863996183,1008,2.0,0:00:00.051402
8,2,0.11611507530476972,0.10497428863996183,1009,1.0,0:00:00.029864
8,2,0.11611507530476972,0.11470282898083181,1000,2.5,0:00:00.096991
8,2,0.11611507530476972,0.11470282898083181,1001,1.5,0:00:00.057190
8,2,0.11611507530476972,0.11470282898083181,1002,2.0,0:00:00.072306
8,2,0.11611507530476972,0.11470282898083181,1003,2.5,0:00:00.104527
8,2,0.11611507530476972,0.11470282898083181,1004,2.5,0:00:00.112396
8,2,0.11611507530476972,0.11470282898083181,1005,3.5,0:00:00.164295
8,2,0.11611507530476972,0.11470282898083181,1006,2.0,0:00:00.101537
8,2,0.11611507530476972,0.11470282898083181,1007,2.0,0:00:00.056417
8,2,0.11611507530476972,0.11470282898083181,1008,1.5,0:00:00.025465
8,2,0.11611507530476972,0.11470282898083181,1009,2.5,0:00:00.089695
8,2,0.11611507530476972,0.12443136932170179,1000,2.0,0:00:00.068162
8,2,0.11611507530476972,0.12443136932170179,1001,2.0,0:00:00.059618
8,2,0.11611507530476972,0.12443136932170179,1002,2.0,0:00:00.080399
8,2,0.11611507530476972,0.12443136932170179,1003,1.5,0:00:00.026263
8,2,0.11611507530476972,0.12443136932170179,1004,1.0,0:00:00.028194
8,2,0.11611507530476972,0.12443136932170179,1005,2.0,0:00:00.076634
8,2,0.11611507530476972,0.12443136932170179,1006,2.5,0:00:00.126815
8,2,0.11611507530476972,0.12443136932170179,1007,2.0,0:00:00.057942
8,2,0.11611507530476972,0.12443136932170179,1008,2.5,0:00:00.093684
8,2,0.11611507530476972,0.12443136932170179,1009,2.0,0:00:00.071010
8,2,0.13880049798406022,0.13415990966257177,1000,2.5,0:00:00.095734
8,2,0.13880049798406022,0.13415990966257177,1001,2.0,0:00:00.056230
8,2,0.13880049798406022,0.13415990966257177,1002,2.5,0:00:00.078653
8,2,0.13880049798406022,0.13415990966257177,1003,2.0,0:00:00.100671
8,2,0.13880049798406022,0.13415990966257177,1004,2.5,0:00:00.110222
8,2,0.13880049798406022,0.13415990966257177,1005,1.0,0:00:00.038944
8,2,0.13880049798406022,0.13415990966257177,1006,2.5,0:00:00.095090
8,2,0.13880049798406022,0.13415990966257177,1007,3.0,0:00:00.092092
8,2,0.13880049798406022,0.13415990966257177,1008,1.5,0:00:00.030522
8,2,0.13880049798406022,0.13415990966257177,1009,1.5,0:00:00.051460
8,2,0.13880049798406022,0.14388845000344175,1000,2.0,0:00:00.092706
8,2,0.13880049798406022,0.14388845000344175,1001,3.0,0:00:00.146676
8,2,0.13880049798406022,0.14388845000344175,1002,2.0,0:00:00.064540
8,2,0.13880049798406022,0.14388845000344175,1003,1.5,0:00:00.024064
8,2,0.13880049798406022,0.14388845000344175,1004,3.0,0:00:00.142067
8,2,0.13880049798406022,0.14388845000344175,1005,3.0,0:00:00.136442
8,2,0.13880049798406022,0.14388845000344175,1006,2.0,0:00:00.074011
8,2,0.13880049798406022,0.14388845000344175,1007,1.5,0:00:00.041568
8,2,0.13880049798406022,0.14388845000344175,1008,2.5,0:00:00.100552
8,2,0.13880049798406022,0.14388845000344175,1009,2.5,0:00:00.125508
8,2,0.16032872589902852,0.15361699034431173,1000,2.0,0:00:00.097053
8,2,0.16032872589902852,0.15361699034431173,1001,2.0,0:00:00.068628
8,2,0.16032872589902852,0.15361699034431173,1002,1.5,0:00:00.032058
8,2,0.16032872589902852,0.15361699034431173,1003,5.0,0:00:00.034387
8,2,0.16032872589902852,0.15361699034431173,1004,1.0,0:00:00.020201
8,2,0.16032872589902852,0.15361699034431173,1005,3.0,0:00:00.142679
8,2,0.16032872589902852,0.15361699034431173,1006,2.0,0:00:00.065782
8,2,0.16032872589902852,0.15361699034431173,1007,1.5,0:00:00.036041
8,2,0.16032872589902852,0.15361699034431173,1008,1.5,0:00:00.067238
8,2,0.16032872589902852,0.15361699034431173,1009,2.0,0:00:00.095521
8,2,0.16032872589902852,0.1633455306851817,1000,2.0,0:00:00.078250
8,2,0.16032872589902852,0.1633455306851817,1001,2.5,0:00:00.109364
8,2,0.16032872589902852,0.1633455306851817,1002,2.0,0:00:00.082937
8,2,0.16032872589902852,0.1633455306851817,1003,2.0,0:00:00.068885
8,2,0.16032872589902852,0.1633455306851817,1004,2.5,0:00:00.123388
8,2,0.16032872589902852,0.1633455306851817,1005,1.5,0:00:00.029341
8,2,0.16032872589902852,0.1633455306851817,1006,2.5,0:00:00.115088
8,2,0.16032872589902852,0.1633455306851817,1007,2.0,0:00:00.085757
8,2,0.16032872589902852,0.1633455306851817,1008,2.0,0:00:00.063195
8,2,0.16032872589902852,0.1633455306851817,1009,3.0,0:00:00.132891
8,2,0.18089075961189305,0.17307407102605168,1000,2.5,0:00:00.065711
8,2,0.18089075961189305,0.17307407102605168,1001,2.0,0:00:00.064380
8,2,0.18089075961189305,0.17307407102605168,1002,2.0,0:00:00.091198
8,2,0.18089075961189305,0.17307407102605168,1003,1.5,0:00:00.049014
8,2,0.18089075961189305,0.17307407102605168,1004,2.0,0:00:00.094635
8,2,0.18089075961189305,0.17307407102605168,1005,1.0,0:00:00.027186
8,2,0.18089075961189305,0.17307407102605168,1006,3.0,0:00:00.129167
8,2,0.18089075961189305,0.17307407102605168,1007,2.5,0:00:00.105759
8,2,0.18089075961189305,0.17307407102605168,1008,2.0,0:00:00.072924
8,2,0.18089075961189305,0.17307407102605168,1009,2.0,0:00:00.033207
8,2,0.18089075961189305,0.18280261136692166,1000,2.0,0:00:00.104728
8,2,0.18089075961189305,0.18280261136692166,1001,2.0,0:00:00.083965
8,2,0.18089075961189305,0.18280261136692166,1002,2.0,0:00:00.105451
8,2,0.18089075961189305,0.18280261136692166,1003,1.5,0:00:00.039482
8,2,0.18089075961189305,0.18280261136692166,1004,2.0,0:00:00.042964
8,2,0.18089075961189305,0.18280261136692166,1005,2.0,0:00:00.078174
8,2,0.18089075961189305,0.18280261136692166,1006,2.0,0:00:00.081388
8,2,0.18089075961189305,0.18280261136692166,1007,2.0,0:00:00.085544
8,2,0.18089075961189305,0.18280261136692166,1008,2.0,0:00:00.086316
8,2,0.18089075961189305,0.18280261136692166,1009,2.0,0:00:00.072514
8,2,0.20062232431271465,0.19253115170779164,1000,1.5,0:00:00.051204
8,2,0.20062232431271465,0.19253115170779164,1001,2.0,0:00:00.069959
8,2,0.20062232431271465,0.19253115170779164,1002,1.5,0:00:00.034454
8,2,0.20062232431271465,0.19253115170779164,1003,2.5,0:00:00.101178
8,2,0.20062232431271465,0.19253115170779164,1004,1.5,0:00:00.044387
8,2,0.20062232431271465,0.19253115170779164,1005,2.0,0:00:00.050622
8,2,0.20062232431271465,0.19253115170779164,1006,1.5,0:00:00.034672
8,2,0.20062232431271465,0.19253115170779164,1007,1.5,0:00:00.048042
8,2,0.20062232431271465,0.19253115170779164,1008,2.5,0:00:00.115209
8,2,0.20062232431271465,0.19253115170779164,1009,1.0,0:00:00.034135
8,2,0.20062232431271465,0.20225969204866162,1000,1.5,0:00:00.036229
8,2,0.20062232431271465,0.20225969204866162,1001,2.5,0:00:00.105102
8,2,0.20062232431271465,0.20225969204866162,1002,3.0,0:00:00.142704
8,2,0.20062232431271465,0.20225969204866162,1003,2.0,0:00:00.070900
8,2,0.20062232431271465,0.20225969204866162,1004,2.0,0:00:00.061882
8,2,0.20062232431271465,0.20225969204866162,1005,1.5,0:00:00.046737
8,2,0.20062232431271465,0.20225969204866162,1006,2.0,0:00:00.061005
8,2,0.20062232431271465,0.20225969204866162,1007,1.5,0:00:00.049666
8,2,0.20062232431271465,0.20225969204866162,1008,1.5,0:00:00.041367
8,2,0.20062232431271465,0.20225969204866162,1009,1.0,0:00:00.022256
8,2,0.2196248780687649,0.2119882323895316,1000,1.0,0:00:00.029159
8,2,0.2196248780687649,0.2119882323895316,1001,2.0,0:00:00.090396
8,2,0.2196248780687649,0.2119882323895316,1002,2.5,0:00:00.077223
8,2,0.2196248780687649,0.2119882323895316,1003,2.0,0:00:00.052292
8,2,0.2196248780687649,0.2119882323895316,1004,1.0,0:00:00.029032
8,2,0.2196248780687649,0.2119882323895316,1005,2.0,0:00:00.067515
8,2,0.2196248780687649,0.2119882323895316,1006,2.0,0:00:00.075918
8,2,0.2196248780687649,0.2119882323895316,1007,2.5,0:00:00.126692
8,2,0.2196248780687649,0.2119882323895316,1008,2.5,0:00:00.093022
8,2,0.2196248780687649,0.2119882323895316,1009,2.0,0:00:00.094043
8,2,0.2196248780687649,0.22171677273040158,1000,2.0,0:00:00.067200
8,2,0.2196248780687649,0.22171677273040158,1001,2.5,0:00:00.057817
8,2,0.2196248780687649,0.22171677273040158,1002,2.5,0:00:00.120832
8,2,0.2196248780687649,0.22171677273040158,1003,1.5,0:00:00.041323
8,2,0.2196248780687649,0.22171677273040158,1004,1.5,0:00:00.052450
8,2,0.2196248780687649,0.22171677273040158,1005,2.5,0:00:00.089327
8,2,0.2196248780687649,0.22171677273040158,1006,1.5,0:00:00.065118
8,2,0.2196248780687649,0.22171677273040158,1007,2.0,0:00:00.076646
8,2,0.2196248780687649,0.22171677273040158,1008,2.5,0:00:00.093452
8,2,0.2196248780687649,0.22171677273040158,1009,2.0,0:00:00.093745
8,2,0.2379771513190366,0.23144531307127156,1000,2.0,0:00:00.056483
8,2,0.2379771513190366,0.23144531307127156,1001,2.0,0:00:00.068807
8,2,0.2379771513190366,0.23144531307127156,1002,4.5,0:00:00.028724
8,2,0.2379771513190366,0.23144531307127156,1003,1.5,0:00:00.048396
8,2,0.2379771513190366,0.23144531307127156,1004,3.0,0:00:00.138995
8,2,0.2379771513190366,0.23144531307127156,1005,1.0,0:00:00.028730
8,2,0.2379771513190366,0.23144531307127156,1006,3.0,0:00:00.144386
8,2,0.2379771513190366,0.23144531307127156,1007,1.5,0:00:00.026615
8,2,0.2379771513190366,0.23144531307127156,1008,2.5,0:00:00.097783
8,2,0.2379771513190366,0.23144531307127156,1009,2.0,0:00:00.078441
8,2,0.2379771513190366,0.24117385341214154,1000,1.5,0:00:00.055554
8,2,0.2379771513190366,0.24117385341214154,1001,2.5,0:00:00.093887
8,2,0.2379771513190366,0.24117385341214154,1002,2.0,0:00:00.080061
8,2,0.2379771513190366,0.24117385341214154,1003,1.0,0:00:00.025416
8,2,0.2379771513190366,0.24117385341214154,1004,2.0,0:00:00.058686
8,2,0.2379771513190366,0.24117385341214154,1005,1.5,0:00:00.056602
8,2,0.2379771513190366,0.24117385341214154,1006,1.5,0:00:00.037386
8,2,0.2379771513190366,0.24117385341214154,1007,1.0,0:00:00.019949
8,2,0.2379771513190366,0.24117385341214154,1008,1.0,0:00:00.029938
8,2,0.2379771513190366,0.24117385341214154,1009,1.5,0:00:00.023525
8,2,0.2557420200756248,0.2509023937530115,1000,1.5,0:00:00.031074
8,2,0.2557420200756248,0.2509023937530115,1001,3.0,0:00:00.120004
8,2,0.2557420200756248,0.2509023937530115,1002,2.0,0:00:00.091315
8,2,0.2557420200756248,0.2509023937530115,1003,2.0,0:00:00.061740
8,2,0.2557420200756248,0.2509023937530115,1004,2.0,0:00:00.053176
8,2,0.2557420200756248,0.2509023937530115,1005,2.5,0:00:00.123806
8,2,0.2557420200756248,0.2509023937530115,1006,3.0,0:00:00.137613
8,2,0.2557420200756248,0.2509023937530115,1007,2.0,0:00:00.080521
8,2,0.2557420200756248,0.2509023937530115,1008,1.0,0:00:00.027270
8,2,0.2557420200756248,0.2509023937530115,1009,2.5,0:00:00.087366
8,2,0.2557420200756248,0.2606309340938815,1000,1.5,0:00:00.038904
8,2,0.2557420200756248,0.2606309340938815,1001,1.5,0:00:00.052452
8,2,0.2557420200756248,0.2606309340938815,1002,2.0,0:00:00.076890
8,2,0.2557420200756248,0.2606309340938815,1003,1.5,0:00:00.039738
8,2,0.2557420200756248,0.2606309340938815,1004,2.0,0:00:00.047980
8,2,0.2557420200756248,0.2606309340938815,1005,1.5,0:00:00.033782
8,2,0.2557420200756248,0.2606309340938815,1006,2.5,0:00:00.104032
8,2,0.2557420200756248,0.2606309340938815,1007,1.5,0:00:00.034347
8,2,0.2557420200756248,0.2606309340938815,1008,1.5,0:00:00.059966
8,2,0.2557420200756248,0.2606309340938815,1009,1.5,0:00:00.035317
8,2,0.27297085791406983,0.27035947443475145,1000,2.0,0:00:00.080575
8,2,0.27297085791406983,0.27035947443475145,1001,2.5,0:00:00.102565
8,2,0.27297085791406983,0.27035947443475145,1002,1.5,0:00:00.024715
8,2,0.27297085791406983,0.27035947443475145,1003,1.5,0:00:00.044558
8,2,0.27297085791406983,0.27035947443475145,1004,2.0,0:00:00.062468
8,2,0.27297085791406983,0.27035947443475145,1005,1.5,0:00:00.047649
8,2,0.27297085791406983,0.27035947443475145,1006,1.5,0:00:00.037233
8,2,0.27297085791406983,0.27035947443475145,1007,2.0,0:00:00.051659
8,2,0.27297085791406983,0.27035947443475145,1008,2.0,0:00:00.078473
8,2,0.27297085791406983,0.27035947443475145,1009,1.0,0:00:00.023962
8,2,0.27297085791406983,0.28008801477562145,1000,1.0,0:00:00.019627
8,2,0.27297085791406983,0.28008801477562145,1001,2.0,0:00:00.077129
8,2,0.27297085791406983,0.28008801477562145,1002,1.5,0:00:00.042332
8,2,0.27297085791406983,0.28008801477562145,1003,2.0,0:00:00.046886
8,2,0.27297085791406983,0.28008801477562145,1004,1.5,0:00:00.044019
8,2,0.27297085791406983,0.28008801477562145,1005,1.0,0:00:00.024592
8,2,0.27297085791406983,0.28008801477562145,1006,1.5,0:00:00.032316
8,2,0.27297085791406983,0.28008801477562145,1007,2.5,0:00:00.096970
8,2,0.27297085791406983,0.28008801477562145,1008,2.0,0:00:00.048113
8,2,0.27297085791406983,0.28008801477562145,1009,2.5,0:00:00.117564
8,2,0.2897064269060978,0.2898165551164914,1000,2.0,0:00:00.070485
8,2,0.2897064269060978,0.2898165551164914,1001,1.0,0:00:00.026401
8,2,0.2897064269060978,0.2898165551164914,1002,1.5,0:00:00.024403
8,2,0.2897064269060978,0.2898165551164914,1003,2.5,0:00:00.058422
8,2,0.2897064269060978,0.2898165551164914,1004,1.5,0:00:00.059611
8,2,0.2897064269060978,0.2898165551164914,1005,2.0,0:00:00.058255
8,2,0.2897064269060978,0.2898165551164914,1006,2.0,0:00:00.064738
8,2,0.2897064269060978,0.2898165551164914,1007,1.5,0:00:00.026266
8,2,0.2897064269060978,0.2898165551164914,1008,1.5,0:00:00.036971
8,2,0.2897064269060978,0.2898165551164914,1009,1.5,0:00:00.041415
8,2,0.3059848737138347,0.29954509545736135,1000,1.5,0:00:00.031681
8,2,0.3059848737138347,0.29954509545736135,1001,2.5,0:00:00.125477
8,2,0.3059848737138347,0.29954509545736135,1002,1.5,0:00:00.022553
8,2,0.3059848737138347,0.29954509545736135,1003,2.5,0:00:00.087773
8,2,0.3059848737138347,0.29954509545736135,1004,2.0,0:00:00.075833
8,2,0.3059848737138347,0.29954509545736135,1005,1.5,0:00:00.052157
8,2,0.3059848737138347,0.29954509545736135,1006,1.5,0:00:00.028142
8,2,0.3059848737138347,0.29954509545736135,1007,2.0,0:00:00.056442
8,2,0.3059848737138347,0.29954509545736135,1008,1.5,0:00:00.045697
8,2,0.3059848737138347,0.29954509545736135,1009,3.0,0:00:00.136659
8,2,0.3059848737138347,0.30927363579823136,1000,2.0,0:00:00.078031
8,2,0.3059848737138347,0.30927363579823136,1001,1.5,0:00:00.041323
8,2,0.3059848737138347,0.30927363579823136,1002,2.0,0:00:00.063101
8,2,0.3059848737138347,0.30927363579823136,1003,2.5,0:00:00.123084
8,2,0.3059848737138347,0.30927363579823136,1004,1.0,0:00:00.035534
8,2,0.3059848737138347,0.30927363579823136,1005,2.0,0:00:00.042954
8,2,0.3059848737138347,0.30927363579823136,1006,2.5,0:00:00.114195
8,2,0.3059848737138347,0.30927363579823136,1007,1.5,0:00:00.036660
8,2,0.3059848737138347,0.30927363579823136,1008,1.0,0:00:00.022653
8,2,0.3059848737138347,0.30927363579823136,1009,1.5,0:00:00.042407
8,2,0.32183715247832606,0.31900217613910137,1000,1.5,0:00:00.026708
8,2,0.32183715247832606,0.31900217613910137,1001,2.0,0:00:00.088326
8,2,0.32183715247832606,0.31900217613910137,1002,2.0,0:00:00.075271
8,2,0.32183715247832606,0.31900217613910137,1003,1.0,0:00:00.027774
8,2,0.32183715247832606,0.31900217613910137,1004,2.0,0:00:00.054647
8,2,0.32183715247832606,0.31900217613910137,1005,2.5,0:00:00.129287
8,2,0.32183715247832606,0.31900217613910137,1006,2.5,0:00:00.115958
8,2,0.32183715247832606,0.31900217613910137,1007,1.5,0:00:00.028731
8,2,0.32183715247832606,0.31900217613910137,1008,1.0,0:00:00.028119
8,2,0.32183715247832606,0.31900217613910137,1009,2.5,0:00:00.107174
8,2,0.32183715247832606,0.3287307164799713,1000,2.0,0:00:00.064765
8,2,0.32183715247832606,0.3287307164799713,1001,1.5,0:00:00.040570
8,2,0.32183715247832606,0.3287307164799713,1002,2.0,0:00:00.072706
8,2,0.32183715247832606,0.3287307164799713,1003,2.0,0:00:00.065908
8,2,0.32183715247832606,0.3287307164799713,1004,1.5,0:00:00.026867
8,2,0.32183715247832606,0.3287307164799713,1005,1.5,0:00:00.035326
8,2,0.32183715247832606,0.3287307164799713,1006,1.0,0:00:00.031720
8,2,0.32183715247832606,0.3287307164799713,1007,2.0,0:00:00.094243
8,2,0.32183715247832606,0.3287307164799713,1008,2.0,0:00:00.053388
8,2,0.32183715247832606,0.3287307164799713,1009,2.0,0:00:00.040068
8,2,0.3372900666170139,0.33845925682084127,1000,2.0,0:00:00.065990
8,2,0.3372900666170139,0.33845925682084127,1001,1.5,0:00:00.034698
8,2,0.3372900666170139,0.33845925682084127,1002,2.0,0:00:00.087230
8,2,0.3372900666170139,0.33845925682084127,1003,1.5,0:00:00.057741
8,2,0.3372900666170139,0.33845925682084127,1004,2.0,0:00:00.087820
8,2,0.3372900666170139,0.33845925682084127,1005,2.0,0:00:00.097130
8,2,0.3372900666170139,0.33845925682084127,1006,1.0,0:00:00.029481
8,2,0.3372900666170139,0.33845925682084127,1007,1.5,0:00:00.038747
8,2,0.3372900666170139,0.33845925682084127,1008,1.0,0:00:00.032429
8,2,0.3372900666170139,0.33845925682084127,1009,1.0,0:00:00.028231
8,2,0.35236704918494266,0.3481877971617113,1000,2.0,0:00:00.068504
8,2,0.35236704918494266,0.3481877971617113,1001,2.0,0:00:00.068291
8,2,0.35236704918494266,0.3481877971617113,1002,1.0,0:00:00.028553
8,2,0.35236704918494266,0.3481877971617113,1003,1.5,0:00:00.030857
8,2,0.35236704918494266,0.3481877971617113,1004,1.0,0:00:00.029811
8,2,0.35236704918494266,0.3481877971617113,1005,1.5,0:00:00.029260
8,2,0.35236704918494266,0.3481877971617113,1006,1.0,0:00:00.027411
8,2,0.35236704918494266,0.3481877971617113,1007,1.5,0:00:00.037714
8,2,0.35236704918494266,0.3481877971617113,1008,1.5,0:00:00.038640
8,2,0.35236704918494266,0.3481877971617113,1009,1.5,0:00:00.047602
8,2,0.35236704918494266,0.3579163375025813,1000,2.0,0:00:00.085237
8,2,0.35236704918494266,0.3579163375025813,1001,2.5,0:00:00.113399
8,2,0.35236704918494266,0.3579163375025813,1002,2.5,0:00:00.110543
8,2,0.35236704918494266,0.3579163375025813,1003,2.5,0:00:00.112626
8,2,0.35236704918494266,0.3579163375025813,1004,2.0,0:00:00.063527
8,2,0.35236704918494266,0.3579163375025813,1005,2.0,0:00:00.067810
8,2,0.35236704918494266,0.3579163375025813,1006,1.0,0:00:00.025675
8,2,0.35236704918494266,0.3579163375025813,1007,2.0,0:00:00.060596
8,2,0.35236704918494266,0.3579163375025813,1008,2.0,0:00:00.067790
8,2,0.35236704918494266,0.3579163375025813,1009,2.0,0:00:00.065264
8,2,0.36708875901073373,0.36764487784345123,1000,2.0,0:00:00.075426
8,2,0.36708875901073373,0.36764487784345123,1001,2.0,0:00:00.066133
8,2,0.36708875901073373,0.36764487784345123,1002,3.0,0:00:00.139924
8,2,0.36708875901073373,0.36764487784345123,1003,1.5,0:00:00.040631
8,2,0.36708875901073373,0.36764487784345123,1004,1.0,0:00:00.024692
8,2,0.36708875901073373,0.36764487784345123,1005,1.5,0:00:00.049844
8,2,0.36708875901073373,0.36764487784345123,1006,2.5,0:00:00.056652
8,2,0.36708875901073373,0.36764487784345123,1007,1.5,0:00:00.034729
8,2,0.36708875901073373,0.36764487784345123,1008,1.5,0:00:00.054752
8,2,0.36708875901073373,0.36764487784345123,1009,3.0,0:00:00.132957
8,2,0.3814735439675174,0.3773734181843212,1000,1.0,0:00:00.019549
8,2,0.3814735439675174,0.3773734181843212,1001,1.5,0:00:00.037851
8,2,0.3814735439675174,0.3773734181843212,1002,1.0,0:00:00.022682
8,2,0.3814735439675174,0.3773734181843212,1003,1.5,0:00:00.065208
8,2,0.3814735439675174,0.3773734181843212,1004,3.0,0:00:00.149119
8,2,0.3814735439675174,0.3773734181843212,1005,2.0,0:00:00.060911
8,2,0.3814735439675174,0.3773734181843212,1006,2.5,0:00:00.086662
8,2,0.3814735439675174,0.3773734181843212,1007,1.5,0:00:00.022103
8,2,0.3814735439675174,0.3773734181843212,1008,1.5,0:00:00.034622
8,2,0.3814735439675174,0.3773734181843212,1009,1.5,0:00:00.057818
8,2,0.3814735439675174,0.3871019585251912,1000,1.5,0:00:00.031865
8,2,0.3814735439675174,0.3871019585251912,1001,2.5,0:00:00.102443
8,2,0.3814735439675174,0.3871019585251912,1002,2.5,0:00:00.108876
8,2,0.3814735439675174,0.3871019585251912,1003,2.0,0:00:00.065674
8,2,0.3814735439675174,0.3871019585251912,1004,1.0,0:00:00.024852
8,2,0.3814735439675174,0.3871019585251912,1005,1.5,0:00:00.071981
